ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,ADM4_PCODE,ADM4_EN,T_TL_2009,T_TL_2010,T_TL_2011,T_TL_2012,T_TL_2013,T_TL_2014,T_TL_2015,T_TL_2016,T_TL_2017,T_TL
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515090,Ankaramena,MG53515090010,Tanambao,1021,1049,1078,1108,1138,1169,1200,1233,1266,1300
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515090,Ankaramena,MG53515090011,Taviala,2414,2481,2549,2619,2690,2763,2838,2914,2993,3074
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515090,Ankaramena,MG53515090012,Tsiatoro,1207,1240,1274,1309,1345,1381,1419,1457,1496,1537
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111001,Ranopiso,1789,1838,1889,1941,1994,2048,2103,2160,2218,2278
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111002,Andrebasy,740,760,781,803,825,847,870,893,917,942
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111003,Ambario,413,424,436,448,460,473,485,499,512,526
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111004,Bemavoriky,523,537,552,567,583,599,615,631,648,666
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111005,Fenoatsimo,723,743,763,784,806,828,850,873,896,921
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111006,Ankilivalo,1054,1083,1113,1143,1175,1206,1239,1272,1307,1342
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111007,Marovatoforiha,420,432,443,456,468,481,494,507,521,535
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111008,Midriso,900,925,950,976,1003,1030,1058,1086,1116,1146
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111009,Ankazofotsy I,350,360,370,380,390,401,411,423,434,446
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111010,Ankazofotsy II,470,483,496,510,524,538,552,567,583,598
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111011,Maromainty,523,537,552,567,583,599,615,631,648,666
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111012,Ampikazo,1200,1233,1267,1302,1337,1373,1411,1449,1488,1528
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111013,Lambova,370,380,391,401,412,423,435,447,459,471
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111014,Bedaro,502,516,530,545,559,575,590,606,622,639
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515111,Ranopiso,MG53515111015,Eloviky Ampangalakongo,750,771,792,814,836,858,882,905,930,955
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515112,Ambatoabo,MG53515112001,Ambatoabo,1601,1645,1690,1737,1784,1832,1882,1933,1985,2038
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515112,Ambatoabo,MG53515112002,Ampahitsy,440,452,465,477,490,504,517,531,546,560
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515112,Ambatoabo,MG53515112003,Evasia,1115,1146,1177,1210,1242,1276,1311,1346,1382,1420
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515112,Ambatoabo,MG53515112004,Talakifeno,1120,1151,1183,1215,1248,1282,1317,1352,1389,1426
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515112,Ambatoabo,MG53515112005,Marovotry,450,462,475,488,501,515,529,543,558,573
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515112,Ambatoabo,MG53515112006,Betanimena,518,532,547,562,577,593,609,625,642,660
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515112,Ambatoabo,MG53515112007,Maromena Ambany,450,462,475,488,501,515,529,543,558,573
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515112,Ambatoabo,MG53515112008,Marotoko,826,849,872,896,920,945,971,997,1024,1052
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515113,Ankariera,MG53515113001,Bevilany,675,694,713,732,752,773,793,815,837,859
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515113,Ankariera,MG53515113002,Ranomainty Anjamahasoa,613,630,647,665,683,702,721,740,760,781
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515113,Ankariera,MG53515113003,Andrevavo,580,596,612,629,646,664,682,700,719,738
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515113,Ankariera,MG53515113004,Tsimelahy,836,859,883,907,932,957,983,1009,1036,1064
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515113,Ankariera,MG53515113005,Berongo,1143,1175,1207,1240,1274,1308,1344,1380,1417,1455
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114001,Analapatsy I,740,760,781,803,825,847,870,893,917,942
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114002,Analapatsy II,1560,1603,1647,1692,1738,1785,1834,1883,1934,1986
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114003,Maroaky,722,742,762,783,805,826,849,872,895,919
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114004,Ankilimitraha,659,677,696,715,734,754,775,796,817,839
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114005,Ambarobe,1227,1261,1296,1331,1367,1404,1442,1481,1521,1562
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114006,Mitriaky,758,779,800,822,845,868,891,915,940,965
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114007,Agnapoly,425,437,449,461,474,486,500,513,527,541
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114008,Namanona,592,608,625,642,660,678,696,715,734,754
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114009,Andrivory,493,507,521,535,549,564,579,595,611,628
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114010,Marovatobe,1112,1143,1174,1206,1239,1273,1307,1342,1379,1416
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515114,Analapatsy,MG53515114011,Belay Ambony,870,894,919,944,969,996,1023,1050,1079,1108
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115001,Andranobory I,1088,1118,1149,1180,1212,1245,1279,1313,1349,1385
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115002,Andranobory Centre,1110,1141,1172,1204,1237,1270,1305,1340,1376,1413
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115003,Ampasindava Marosivaky,668,686,705,725,744,765,785,806,828,851
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115004,Anagnorasa,547,562,578,593,610,626,643,660,678,696
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115005,Andoharano,579,595,611,628,645,663,681,699,718,737
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115006,Ankazomalany,975,1002,1029,1058,1086,1116,1146,1177,1209,1241
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115007,Andemby,1036,1065,1094,1124,1154,1186,1218,1251,1284,1319
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115008,Belay,512,526,541,555,571,586,602,618,635,652
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115009,Ampihamy,650,668,686,705,724,744,764,785,806,828
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115010,Ambatobe,544,559,574,590,606,623,639,657,674,693
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515115,Andranobory,MG53515115011,Morafeno Sud,547,562,578,593,610,626,643,660,678,696
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131001,Mahatalaky Eroanga,1878,1930,1983,2037,2093,2149,2207,2267,2328,2391
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131002,Volobe Nord,1057,1086,1116,1147,1178,1210,1242,1276,1310,1346
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131003,Volobe Sud,1697,1744,1792,1841,1891,1942,1995,2049,2104,2161
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131004,Ebakika,995,1022,1051,1079,1109,1139,1170,1201,1234,1267
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131005,Sainte Luce,1721,1768,1817,1867,1918,1970,2023,2078,2134,2191
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131006,Belavenoka Andriambe,1002,1030,1058,1087,1117,1147,1178,1210,1242,1276
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131007,Farafara Vatambe,2156,2216,2276,2339,2403,2468,2534,2603,2673,2745
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131008,Tsiharoa Ampasy,890,915,940,965,992,1019,1046,1074,1103,1133
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131009,Mananara I,402,413,424,436,448,460,473,485,498,512
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131010,Mananara II,2630,2703,2777,2853,2931,3010,3091,3175,3261,3349
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131011,Tsanoriha,1201,1234,1268,1303,1338,1375,1412,1450,1489,1529
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131012,Tsiharoa Ambondro,623,640,658,676,694,713,732,752,772,793
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131013,Beandry,737,757,778,800,821,844,866,890,914,938
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131014,Tsihalagna,1568,1611,1656,1701,1747,1795,1843,1893,1944,1996
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131015,Andramanaka,1235,1269,1304,1340,1376,1414,1452,1491,1531,1572
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515131,Mahatalaky,MG53515131016,Mahialambo,605,622,639,656,674,692,711,730,750,770
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515132,Iaboakoho,MG53515132001,Iaboakoho,748,769,790,811,834,856,879,903,927,952
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515132,Iaboakoho,MG53515132002,Antsotso,819,842,865,888,913,937,963,989,1015,1043
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515132,Iaboakoho,MG53515132003,Ambanihazo,1093,1123,1154,1186,1218,1251,1285,1319,1355,1392
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515132,Iaboakoho,MG53515132004,Vatomirindry,823,846,869,893,917,942,967,994,1020,1048
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515151,Enaniliha,MG53515151001,Enaniliha,1930,1983,2038,2094,2151,2209,2269,2330,2393,2457
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515151,Enaniliha,MG53515151002,Baketra,939,965,991,1019,1046,1075,1104,1134,1164,1196
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515151,Enaniliha,MG53515151003,Eminiminy,660,678,697,716,735,755,776,797,818,840
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515151,Enaniliha,MG53515151004,Enosiary,554,569,585,601,617,634,651,669,687,705
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515151,Enaniliha,MG53515151005,Emanindry,472,485,498,512,526,540,555,570,585,601
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515152,Fenoevo-Efita,MG53515152001,Fenoevo Efita,832,855,878,903,927,952,978,1004,1031,1059
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515152,Fenoevo-Efita,MG53515152002,Beseva,1019,1047,1076,1105,1136,1166,1198,1230,1263,1297
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515152,Fenoevo-Efita,MG53515152003,Mahanoro,428,440,452,464,477,490,503,517,531,545
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515152,Fenoevo-Efita,MG53515152004,Namanona,813,835,858,882,906,931,956,981,1008,1035
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515152,Fenoevo-Efita,MG53515152005,Ranomainty,486,499,513,527,542,556,571,587,603,619
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515170,Enakara-Haut,MG53515170001,Enakara Haut,946,972,999,1026,1054,1083,1112,1142,1173,1204
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515170,Enakara-Haut,MG53515170002,Analabe,836,859,883,907,932,957,983,1009,1036,1064
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515170,Enakara-Haut,MG53515170003,Fenoandala,1012,1040,1069,1098,1128,1158,1190,1222,1255,1289
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515170,Enakara-Haut,MG53515170004,Emoita,735,755,776,797,819,841,864,887,911,936
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515170,Enakara-Haut,MG53515170005,Androangabe,1088,1118,1149,1180,1212,1245,1279,1313,1349,1385
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515170,Enakara-Haut,MG53515170006,Emalitsy,847,870,894,919,944,969,996,1022,1050,1078
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191001,Fenoevo,1247,1281,1317,1353,1390,1427,1466,1505,1546,1588
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191002,Marosavoa,858,882,906,931,956,982,1009,1036,1064,1092
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191003,Ambolobe,526,541,555,571,586,602,618,635,652,670
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191004,Manombo,583,599,616,632,650,667,685,704,723,742
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191005,Ranofolo,1811,1861,1912,1965,2018,2073,2129,2186,2245,2306
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191006,Emaloto,730,750,771,792,813,836,858,881,905,929
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191007,Tananevo,941,967,994,1021,1049,1077,1106,1136,1167,1198
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191008,Enakasa,660,678,697,716,735,755,776,797,818,840
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191009,Amboloavaratra,978,1005,1033,1061,1090,1119,1150,1181,1213,1245
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515191,Ranomafana,MG53515191010,Mangatsiaky,716,736,756,777,798,819,842,864,888,912
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515192,Emagnobo,MG53515192001,Emagnobo,1153,1185,1217,1251,1285,1320,1355,1392,1429,1468
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515192,Emagnobo,MG53515192002,Ambahihy,760,781,802,824,847,870,893,917,942,968
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515192,Emagnobo,MG53515192003,Anonobe,2291,2354,2419,2485,2553,2622,2693,2766,2840,2917
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515192,Emagnobo,MG53515192004,Anataky,860,884,908,933,958,984,1011,1038,1066,1095
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515192,Emagnobo,MG53515192005,Soatamboro,1940,1994,2048,2105,2162,2220,2280,2342,2405,2470
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515210,Bevoay,MG53515210001,Fenoambany,1766,1815,1865,1916,1968,2021,2076,2132,2189,2249
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515210,Bevoay,MG53515210002,Ampaho,925,951,977,1003,1031,1059,1087,1117,1147,1178
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515210,Bevoay,MG53515210003,Ankily,951,977,1004,1032,1060,1088,1118,1148,1179,1211
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515210,Bevoay,MG53515210004,Enekara Bas,1581,1625,1669,1715,1762,1810,1858,1909,1960,2013
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515210,Bevoay,MG53515210005,Soamanonga,701,720,740,760,781,802,824,846,869,893
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515210,Bevoay,MG53515210006,Masiakena,2646,2719,2794,2870,2949,3028,3110,3194,3280,3369
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230001,Ampasimena,1561,1604,1648,1693,1739,1787,1835,1884,1935,1988
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230002,Amboangy,990,1017,1045,1074,1103,1133,1164,1195,1227,1261
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230003,Mahabo,1547,1590,1633,1678,1724,1771,1818,1868,1918,1970
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230004,Tanandava,710,730,750,770,791,813,835,857,880,904
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230005,Tsivala,2234,2296,2359,2423,2489,2557,2626,2697,2770,2844
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230006,Ankaria,1018,1046,1075,1104,1134,1165,1197,1229,1262,1296
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230007,Torondrehy,1795,1845,1895,1947,2000,2054,2110,2167,2225,2285
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230008,Vinanitsaha,818,841,864,887,912,936,962,987,1014,1042
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230009,Ambotabe,448,460,473,486,499,513,527,541,555,570
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230010,Ambalalangy,714,734,754,775,796,817,839,862,885,909
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515230,Ampasimena,MG53515230011,Andaza Sakahala,680,699,718,738,758,778,799,821,843,866
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515251,Manantenina,MG53515251001,Manantenina Haut,1107,1138,1169,1201,1234,1267,1301,1336,1372,1409
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515251,Manantenina,MG53515251002,Antanitsara,1202,1235,1269,1304,1339,1376,1413,1451,1490,1530
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515251,Manantenina,MG53515251003,Manantenina Bas,925,951,977,1003,1031,1059,1087,1117,1147,1178
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515251,Manantenina,MG53515251004,Manambato,707,727,746,767,788,809,831,853,877,900
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515251,Manantenina,MG53515251005,Esama,812,834,857,881,905,929,954,980,1007,1034
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515251,Manantenina,MG53515251006,Ankaramany,1056,1085,1115,1146,1177,1209,1241,1275,1309,1345
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515251,Manantenina,MG53515251007,Ampasimasay,1168,1200,1233,1267,1302,1337,1373,1410,1448,1487
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515251,Manantenina,MG53515251008,Ambalateza,1346,1383,1421,1460,1500,1541,1582,1625,1669,1714
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515251,Manantenina,MG53515251009,Ankarefo,1131,1162,1194,1227,1260,1294,1329,1365,1402,1440
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515252,Analamary,MG53515252001,Analamary,870,894,919,944,969,996,1023,1050,1079,1108
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515252,Analamary,MG53515252002,Soavala,759,780,801,823,846,869,892,916,941,966
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515252,Analamary,MG53515252003,Lapamena,776,797,819,842,865,888,912,937,962,988
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515253,Soavary,MG53515253001,Soavary,791,813,835,858,881,905,930,955,981,1007
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515253,Soavary,MG53515253002,Maroroy,561,576,592,609,625,642,659,677,696,714
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515253,Soavary,MG53515253003,Beventihazo,1004,1032,1060,1089,1119,1149,1180,1212,1245,1278
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515253,Soavary,MG53515253004,Andriambe,1428,1467,1508,1549,1591,1634,1679,1724,1770,1818
MG,Madagascar,MG53,Anosy,MG53515,Taolagnaro,MG53515253,Soavary,MG53515253005,Marokibo,1154,1186,1218,1252,1286,1321,1356,1393,1431,1469
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010001,Betroka Centre,1355,1392,1431,1470,1510,1551,1593,1636,1680,1725
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010002,Fiadanana Morarano,857,881,905,930,955,981,1007,1035,1062,1091
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010003,Mahazoarivo,1213,1246,1281,1316,1352,1388,1426,1464,1504,1544
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010004,Anjado,2692,2766,2842,2920,3000,3081,3164,3250,3337,3428
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010005,Tanambao,2684,2758,2834,2912,2991,3072,3155,3240,3328,3417
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010006,Tanakopania,17150,17623,18108,18605,19111,19629,20159,20703,21262,21836
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010007,Andakana,908,933,959,985,1012,1039,1067,1096,1126,1156
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010008,Morahariva,443,455,468,481,494,507,521,535,549,564
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010009,Bekijoly,270,277,285,293,301,309,317,326,335,344
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010010,Akomanga,936,962,988,1015,1043,1071,1100,1130,1160,1192
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010011,Bevoay,327,336,345,355,364,374,384,395,405,416
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517010,Betroka,MG53517010012,Ianadroy Nord,592,608,625,642,660,678,696,715,734,754
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517030,Tsaraitso,MG53517030001,Tsaraitso (6 fokontany),5438,5588,5742,5899,6060,6224,6392,6565,6742,6924
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517050,Naninora,MG53517050001,Naninora,659,677,696,715,734,754,775,796,817,839
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517050,Naninora,MG53517050002,Ambalavato Bas,234,240,247,254,261,268,275,282,290,298
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517050,Naninora,MG53517050003,Ambatovita,309,318,326,335,344,354,363,373,383,393
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517050,Naninora,MG53517050004,Vohimary,542,557,572,588,604,620,637,654,672,690
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517050,Naninora,MG53517050005,Ambararata,405,416,428,439,451,464,476,489,502,516
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517050,Naninora,MG53517050006,Vondrony,550,565,581,597,613,630,646,664,682,700
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517070,Ambalasoa,MG53517070001,Anaviavy,864,888,912,937,963,989,1016,1043,1071,1100
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517070,Ambalasoa,MG53517070002,Kelivaho,786,808,830,853,876,900,924,949,974,1001
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517070,Ambalasoa,MG53517070003,Iritsoka,912,937,963,989,1016,1044,1072,1101,1131,1161
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517070,Ambalasoa,MG53517070004,Fenoarivo,525,539,554,570,585,601,617,634,651,668
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517070,Ambalasoa,MG53517070005,Ambalasoa,1305,1341,1378,1416,1454,1494,1534,1575,1618,1662
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517070,Ambalasoa,MG53517070006,Fandranarivo,813,835,858,882,906,931,956,981,1008,1035
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517070,Ambalasoa,MG53517070007,Marovala Atsimo,160,164,169,174,178,183,188,193,198,204
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517070,Ambalasoa,MG53517070008,Mahatsinjo Soarano,727,747,768,789,810,832,855,878,901,926
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517090,Ivahona,MG53517090001,Ivahona,1310,1346,1383,1421,1460,1499,1540,1581,1624,1668
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517090,Ivahona,MG53517090002,Voromiantsa,804,826,849,872,896,920,945,971,997,1024
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517090,Ivahona,MG53517090003,Tsanirena,773,794,816,839,861,885,909,933,958,984
