ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,ADM4_PCODE,ADM4_EN,T_TL_2009,T_TL_2010,T_TL_2011,T_TL_2012,T_TL_2013,T_TL_2014,T_TL_2015,T_TL_2016,T_TL_2017,T_TL
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517090,Ivahona,MG53517090004,Ambalavato Ambony,419,431,442,455,467,480,493,506,519,533
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517090,Ivahona,MG53517090005,Amposaky,782,804,826,848,871,895,919,944,970,996
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517090,Ivahona,MG53517090006,Benonoka II,825,848,871,895,919,944,970,996,1023,1050
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517110,Analamary,MG53517110001,Analamary Centre,1152,1184,1216,1250,1284,1319,1354,1391,1428,1467
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517110,Analamary,MG53517110002,Sambalahy,887,911,937,962,988,1015,1043,1071,1100,1129
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517110,Analamary,MG53517110003,Ifataka,829,852,875,899,924,949,974,1001,1028,1056
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517110,Analamary,MG53517110004,Marora,893,918,943,969,995,1022,1050,1078,1107,1137
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517110,Analamary,MG53517110005,Manombo,922,947,974,1000,1027,1055,1084,1113,1143,1174
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517110,Analamary,MG53517110006,Bepia,909,934,960,986,1013,1040,1068,1097,1127,1157
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517110,Analamary,MG53517110007,Iaborano,875,899,924,949,975,1001,1029,1056,1085,1114
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517110,Analamary,MG53517110008,Morarano,1070,1100,1130,1161,1192,1225,1258,1292,1327,1362
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130001,Ianabinda,2153,2212,2273,2336,2399,2464,2531,2599,2669,2741
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130002,Ambatobe,884,908,933,959,985,1012,1039,1067,1096,1126
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130003,Ankaroka Toby,833,856,880,904,928,953,979,1006,1033,1061
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130004,Saheny,367,377,388,398,409,420,431,443,455,467
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130005,Sakoa,300,308,317,325,334,343,353,362,372,382
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130006,Antanimainty,1677,1723,1771,1819,1869,1919,1971,2024,2079,2135
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130007,Antatabe,507,521,535,550,565,580,596,612,629,646
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130008,Voronkafotra Toby,388,399,410,421,432,444,456,468,481,494
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130009,Sakasoa,810,832,855,879,903,927,952,978,1004,1031
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130010,Fenoarivo,320,329,338,347,357,366,376,386,397,407
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130011,Bemelo,289,297,305,314,322,331,340,349,358,368
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130012,Bevaho,472,485,498,512,526,540,555,570,585,601
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517130,Ianabinda,MG53517130013,Amboliala,857,881,905,930,955,981,1007,1035,1062,1091
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517150,Benato Toby,MG53517150001,Benato Toby,2224,2285,2348,2413,2478,2545,2614,2685,2757,2832
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517150,Benato Toby,MG53517150002,Sambalahy,972,999,1026,1054,1083,1113,1143,1173,1205,1238
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517150,Benato Toby,MG53517150003,Ambinda Sud,695,714,734,754,774,795,817,839,862,885
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517150,Benato Toby,MG53517150004,Bepeha,997,1025,1053,1082,1111,1141,1172,1204,1236,1269
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517150,Benato Toby,MG53517150005,Ambatovita,287,295,303,311,320,328,337,346,356,365
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517150,Benato Toby,MG53517150006,Benonoky I,989,1016,1044,1073,1102,1132,1163,1194,1226,1259
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517150,Benato Toby,MG53517150007,Andriabe,981,1008,1036,1064,1093,1123,1153,1184,1216,1249
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517150,Benato Toby,MG53517150008,Itafia Morafeno,717,737,757,778,799,821,843,866,889,913
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517150,Benato Toby,MG53517150009,Ivohitsoa,985,1012,1040,1069,1098,1127,1158,1189,1221,1254
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170001,Mahabo,1470,1511,1552,1595,1638,1682,1728,1775,1822,1872
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170002,Imotra,893,918,943,969,995,1022,1050,1078,1107,1137
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170003,Miary Iomby,879,903,928,954,980,1006,1033,1061,1090,1119
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170004,Ankeniheny,1801,1851,1902,1954,2007,2061,2117,2174,2233,2293
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170005,Bekily,352,362,372,382,392,403,414,425,436,448
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170006,Iaborano,935,961,987,1014,1042,1070,1099,1129,1159,1190
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170007,Benonoka I,989,1016,1044,1073,1102,1132,1163,1194,1226,1259
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170008,Andranomiforitra,959,985,1013,1040,1069,1098,1127,1158,1189,1221
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170009,Mandabe,259,266,273,281,289,296,304,313,321,330
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170010,Manevy,837,860,884,908,933,958,984,1010,1038,1066
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170011,Riandampy,649,667,685,704,723,743,763,783,805,826
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170012,Ankarinoro,918,943,969,996,1023,1051,1079,1108,1138,1169
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170013,Beadabo,821,844,867,891,915,940,965,991,1018,1045
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170014,Ambatolahy,988,1015,1043,1072,1101,1131,1161,1193,1225,1258
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517170,Mahabo,MG53517170015,Andranomena,985,1012,1040,1069,1098,1127,1158,1189,1221,1254
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517190,Beampombo I,MG53517190001,Beampombo I,2161,2221,2282,2344,2408,2473,2540,2609,2679,2752
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517190,Beampombo I,MG53517190002,Andranoboaky,906,931,957,983,1010,1037,1065,1094,1123,1154
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517190,Beampombo I,MG53517190003,Sakaharo Ouest,822,845,868,892,916,941,966,992,1019,1047
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517190,Beampombo I,MG53517190004,Anja Nord,827,850,873,897,922,947,972,998,1025,1053
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517190,Beampombo I,MG53517190005,Tafia Marovala,577,593,609,626,643,660,678,697,715,735
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517190,Beampombo I,MG53517190006,Anja Sud,1579,1623,1667,1713,1760,1807,1856,1906,1958,2010
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517190,Beampombo I,MG53517190007,Antanimary,703,722,742,763,783,805,826,849,872,895
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210001,Jangany,1690,1737,1784,1833,1883,1934,1987,2040,2095,2152
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210002,Ampety,995,1022,1051,1079,1109,1139,1170,1201,1234,1267
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210003,Ampandrabe,1409,1448,1488,1528,1570,1613,1656,1701,1747,1794
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210004,Sakamahily Est,1374,1412,1451,1491,1531,1573,1615,1659,1703,1749
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210005,Ambalamary,915,940,966,993,1020,1047,1076,1105,1134,1165
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210006,Manombo Est,1700,1747,1795,1844,1894,1946,1998,2052,2108,2165
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210007,Andriamandevy,1660,1706,1753,1801,1850,1900,1951,2004,2058,2114
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210008,Ambondrolava,925,951,977,1003,1031,1059,1087,1117,1147,1178
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210009,Ianapandra,889,914,939,964,991,1018,1045,1073,1102,1132
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210010,Anteny Mahasoa,823,846,869,893,917,942,967,994,1020,1048
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517210,Jangany,MG53517210011,Reho Mahatsinjo,855,879,903,928,953,979,1005,1032,1060,1089
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517230,Mahasoa Est,MG53517230001,Mahasoa Est,2519,2589,2660,2733,2807,2883,2961,3041,3123,3207
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517230,Mahasoa Est,MG53517230002,Ankatrafay Antsinanana,885,909,934,960,986,1013,1040,1068,1097,1127
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517230,Mahasoa Est,MG53517230003,Vohimary,954,980,1007,1035,1063,1092,1121,1152,1183,1215
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517230,Mahasoa Est,MG53517230004,Farive,599,616,632,650,667,686,704,723,743,763
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517230,Mahasoa Est,MG53517230005,Andriabe,483,496,510,524,538,553,568,583,599,615
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517230,Mahasoa Est,MG53517230006,Soaserana Atsinanana,444,456,469,482,495,508,522,536,550,565
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517230,Mahasoa Est,MG53517230007,Ampiriky,447,459,472,485,498,512,525,540,554,569
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517230,Mahasoa Est,MG53517230008,Benono,658,676,695,714,733,753,773,794,816,838
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517230,Mahasoa Est,MG53517230009,Ampototsy,538,553,568,584,600,616,632,649,667,685
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517250,Bekorobo,MG53517250001,Manandrotsy,2778,2855,2933,3014,3096,3180,3265,3354,3444,3537
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517250,Bekorobo,MG53517250002,Andalamby,983,1010,1038,1066,1095,1125,1155,1187,1219,1252
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517250,Bekorobo,MG53517250003,Mananovy,1764,1813,1863,1914,1966,2019,2073,2129,2187,2246
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517250,Bekorobo,MG53517250004,Ambatomena,856,880,904,929,954,980,1006,1033,1061,1090
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517250,Bekorobo,MG53517250005,Itroho,808,830,853,877,900,925,950,975,1002,1029
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517250,Bekorobo,MG53517250006,Mahilivoro,778,799,821,844,867,890,915,939,965,991
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517250,Bekorobo,MG53517250007,Nanarena Antondrotsy,745,766,787,808,830,853,876,899,924,949
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517270,Iaborotra,MG53517270001,Iaborotra,1775,1824,1874,1926,1978,2032,2086,2143,2201,2260
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517270,Iaborotra,MG53517270002,Ankeniheny,158,162,167,171,176,181,186,191,196,201
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517270,Iaborotra,MG53517270003,Antranotakatra,697,716,736,756,777,798,819,841,864,887
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517270,Iaborotra,MG53517270004,Antsely Anivorano,910,935,961,987,1014,1042,1070,1099,1128,1159
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517270,Iaborotra,MG53517270005,Sahamandrevo,545,560,575,591,607,624,641,658,676,694
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517270,Iaborotra,MG53517270006,Ankatrafay Est,300,308,317,325,334,343,353,362,372,382
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291001,Isoanala Sud,5996,6161,6331,6505,6682,6863,7048,7238,7434,7634
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291002,Isoanala Nord,1980,2035,2091,2148,2206,2266,2327,2390,2455,2521
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291003,Betaimbala,858,882,906,931,956,982,1009,1036,1064,1092
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291004,Marovala Toby,975,1002,1029,1058,1086,1116,1146,1177,1209,1241
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291005,Andriabe Haut,995,1022,1051,1079,1109,1139,1170,1201,1234,1267
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291006,Lavalila,871,895,920,945,971,997,1024,1051,1080,1109
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291007,Sarodrano,1250,1285,1320,1356,1393,1431,1469,1509,1550,1592
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291008,Androka,125,128,132,136,139,143,147,151,155,159
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291009,Vohitsevo,976,1003,1031,1059,1088,1117,1147,1178,1210,1243
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291010,Tanandava Sud,995,1022,1051,1079,1109,1139,1170,1201,1234,1267
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291011,Beraketa Sud,1444,1484,1525,1566,1609,1653,1697,1743,1790,1839
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291012,Ambindamahery,438,450,462,475,488,501,515,529,543,558
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517291,Isoanala,MG53517291013,Miary,1390,1428,1468,1508,1549,1591,1634,1678,1723,1770
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517292,Beampombo II,MG53517292001,Beampombo II,1865,1916,1969,2023,2078,2135,2192,2251,2312,2375
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517292,Beampombo II,MG53517292002,Mahazoarivo,956,982,1009,1037,1065,1094,1124,1154,1185,1217
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517292,Beampombo II,MG53517292003,Andriamero,871,895,920,945,971,997,1024,1051,1080,1109
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517292,Beampombo II,MG53517292004,Iaborano Nord,993,1020,1048,1077,1107,1137,1167,1199,1231,1264
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517292,Beampombo II,MG53517292005,Manera,943,969,996,1023,1051,1079,1108,1138,1169,1201
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517293,Nanarena Besakoa,MG53517293001,Nanarena Besakoa,567,583,599,615,632,649,666,684,703,722
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517293,Nanarena Besakoa,MG53517293002,Soatana Ambondrombe,417,429,440,452,465,477,490,503,517,531
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517293,Nanarena Besakoa,MG53517293003,Ianakoty,469,482,495,509,523,537,551,566,581,597
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517293,Nanarena Besakoa,MG53517293004,Ambararata Nord,255,262,269,277,284,292,300,308,316,325
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517293,Nanarena Besakoa,MG53517293005,Tanandava Nord,845,868,892,917,942,967,993,1020,1048,1076
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517293,Nanarena Besakoa,MG53517293006,Marofatotra,842,865,889,913,938,964,990,1016,1044,1072
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310001,Ianakafy,1725,1773,1821,1871,1922,1974,2028,2082,2139,2196
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310002,Jangany,928,954,980,1007,1034,1062,1091,1120,1151,1182
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310003,Ampandratolony,815,837,861,884,908,933,958,984,1010,1038
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310004,Rehea,894,919,944,970,996,1023,1051,1079,1108,1138
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310005,Ambatomihala,308,317,325,334,343,353,362,372,382,392
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310006,Ankasy,206,212,218,223,230,236,242,249,255,262
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310007,Ankatrafay Andrefana,953,979,1006,1034,1062,1091,1120,1150,1182,1213
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310008,Antanandava Andrefana,407,418,430,442,454,466,478,491,505,518
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310009,Ampandravelo,910,935,961,987,1014,1042,1070,1099,1128,1159
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310010,Bekinana,402,413,424,436,448,460,473,485,498,512
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310011,Bekininy,790,812,834,857,880,904,929,954,979,1006
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310012,Ambongo,393,404,415,426,438,450,462,474,487,500
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310013,Ankilimary,796,818,840,864,887,911,936,961,987,1014
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310014,Bevaho,395,406,417,429,440,452,464,477,490,503
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517310,Ianakafy,MG53517310015,Vohitelo,406,417,429,440,452,465,477,490,503,517
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517331,Andriandampy,MG53517331001,Andriandampy,950,976,1003,1031,1059,1087,1117,1147,1178,1210
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517331,Andriandampy,MG53517331002,Bekopay,1414,1453,1493,1534,1576,1618,1662,1707,1753,1800
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517331,Andriandampy,MG53517331003,Beangaty,850,873,897,922,947,973,999,1026,1054,1082
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517331,Andriandampy,MG53517331004,Mahamany,963,990,1017,1045,1073,1102,1132,1163,1194,1226
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517332,Sakamahily,MG53517332001,Sakamahily Ouest,983,1010,1038,1066,1095,1125,1155,1187,1219,1252
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517332,Sakamahily,MG53517332002,Ambinany Sud,986,1013,1041,1070,1099,1129,1159,1190,1222,1255
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517332,Sakamahily,MG53517332003,Ambararata Nord,921,946,972,999,1026,1054,1083,1112,1142,1173
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517332,Sakamahily,MG53517332004,Andoharano Nord,897,922,947,973,1000,1027,1054,1083,1112,1142
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517332,Sakamahily,MG53517332005,Mahasoa Nord,930,956,982,1009,1036,1064,1093,1123,1153,1184
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350001,Ankatrakatraka,875,899,924,949,975,1001,1029,1056,1085,1114
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350002,Sevalava,365,375,385,396,407,418,429,441,453,465
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350003,Vohitramboa,376,386,397,408,419,430,442,454,466,479
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350004,Antataky Toby,825,848,871,895,919,944,970,996,1023,1050
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350005,Menarandra,217,223,229,235,242,248,255,262,269,276
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350006,Mitsinjo,478,491,505,519,533,547,562,577,593,609
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350007,Iaborano Sud,242,249,256,263,270,277,284,292,300,308
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350008,Ankilitelo,540,555,570,586,602,618,635,652,669,688
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350009,Antanimary Centre,957,983,1010,1038,1066,1095,1125,1155,1186,1219
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350010,Antanimary Toby,914,939,965,992,1019,1046,1074,1103,1133,1164
MG,Madagascar,MG53,Anosy,MG53517,Betroka,MG53517350,Ambatomivary,MG53517350011,Manampy,883,907,932,958,984,1011,1038,1066,1095,1124
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010001,Tanambe,3892,3999,4109,4222,4337,4455,4575,4698,4825,4956
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010002,Ankilimiary,764,785,807,829,851,874,898,922,947,973
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010003,Tanambao,3248,3338,3429,3523,3619,3717,3818,3921,4027,4136
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010004,Morafeno,2769,2845,2924,3004,3086,3169,3255,3343,3433,3526
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010005,Bedaro,1707,1754,1802,1852,1902,1954,2006,2061,2116,2173
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010006,S.P.S.M.,1834,1885,1936,1990,2044,2099,2156,2214,2274,2335
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010007,Antsognognabo Tanamahavelo,257,264,271,279,286,294,302,310,319,327
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010008,Ankamena S.S.M,1135,1166,1198,1231,1265,1299,1334,1370,1407,1445
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010009,Anarabajy,660,678,697,716,735,755,776,797,818,840
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010010,Belitsake,681,700,719,739,759,779,800,822,844,867
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010011,Magnaly,624,641,659,677,695,714,733,753,774,795
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010012,Ankilivalo,600,617,634,651,669,687,705,724,744,764
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010013,Mantsake,700,719,739,759,780,801,823,845,868,891
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010014,Behabobo,663,681,700,719,739,759,779,800,822,844
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010015,Bevala Ville,391,402,413,424,436,448,460,472,485,498
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010016,Bevala Gallois,1647,1692,1739,1787,1835,1885,1936,1988,2042,2097
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010017,Limby,522,536,551,566,582,597,614,630,647,665
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010018,Ianakafy,987,1014,1042,1071,1100,1130,1160,1191,1224,1257
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010019,Ankitry,668,686,705,725,744,765,785,806,828,851
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010020,Hovotsotse,417,429,440,452,465,477,490,503,517,531
MG,Madagascar,MG53,Anosy,MG53519,Amboasary-Atsimo,MG53519010,Amboasary Atsimo,MG53519010021,Bevala D.P.,1600,1644,1689,1736,1783,1831,1881,1932,1984,2037
